142at5125	scaffold_15	39852	50097
52075at5125	scaffold_6	606414	616755
7658at5125	scaffold_7	25741	36073
29940at5125	scaffold_4	621163	631813
45828at5125	scaffold_8	801140	811526
13339at5125	scaffold_3	2114961	2126992
2163at5125	scaffold_2	1864565	1877230
11992at5125	scaffold_10	836676	847509
3697at5125	scaffold_1	1407205	1417435
35445at5125	scaffold_6	597613	610237
1473at5125	scaffold_11	940218	951483
13220at5125	scaffold_6	2387863	2399263
13220at5125	scaffold_10	411719	423346
8653at5125	scaffold_7	740747	751271
2358at5125	scaffold_7	191466	204156
2358at5125	scaffold_1	1651755	1663926
3656at5125	scaffold_10	315381	325827
3656at5125	scaffold_5	2114195	2124680
3656at5125	scaffold_4	1414584	1424931
17804at5125	scaffold_7	391531	402404
17804at5125	scaffold_4	1597762	1608775
17804at5125	scaffold_11	339813	350797
50142at5125	scaffold_2	1102427	1112726
10380at5125	scaffold_5	1645788	1656884
9856at5125	scaffold_14	311176	322889
9856at5125	scaffold_7	1766450	1778168
25753at5125	scaffold_5	349631	360326
25753at5125	scaffold_1	737496	748107
19436at5125	scaffold_1	204910	220332
7154at5125	scaffold_5	792683	805206
7154at5125	scaffold_2	1315648	1328247
33960at5125	scaffold_9	638051	649238
33960at5125	scaffold_3	944533	955393
33960at5125	scaffold_7	2143083	2153925
10381at5125	scaffold_8	132083	142451
10381at5125	scaffold_2	2879619	2889984
10381at5125	scaffold_1	3542965	3553267
35477at5125	scaffold_7	1202824	1214569
35477at5125	scaffold_15	392316	403173
33269at5125	scaffold_4	1474923	1485708
33269at5125	scaffold_2	2987912	2998496
33269at5125	scaffold_14	405375	415864
30271at5125	scaffold_14	465973	510001
30271at5125	scaffold_5	1502784	1513380
57925at5125	scaffold_14	36871	48093
41592at5125	scaffold_3	1259420	1269977
776at5125	scaffold_3	2654116	2665399
78at5125	scaffold_3	227263	237433
5975at5125	scaffold_17	101286	114250
5975at5125	scaffold_4	831325	844251
20447at5125	scaffold_3	2289314	2301345
5362at5125	scaffold_4	2667906	2688608
3803at5125	scaffold_1	3681574	3692266
3803at5125	scaffold_8	493044	503808
14438at5125	scaffold_12	364217	376060
14438at5125	scaffold_2	1327369	1338755
14438at5125	scaffold_15	495292	506574
