52281at5125	scaffold_7	3708563	3719559
5604at5125	scaffold_4	2340163	2354529
5604at5125	scaffold_1	6541844	6553697
5604at5125	scaffold_2	3617351	3630072
57925at5125	scaffold_1	4678050	4689520
52992at5125	scaffold_2	5712404	5724251
44249at5125	scaffold_5	3284688	3295637
53987at5125	scaffold_7	674665	686314
45202at5125	scaffold_4	3336538	3348040
45237at5125	scaffold_5	2294123	2304942
45237at5125	scaffold_4	3677154	3687846
42793at5125	scaffold_5	1740111	1750863
43903at5125	scaffold_1	5685209	5696143
57544at5125	scaffold_3	1538152	1549242
61030at5125	scaffold_2	2499467	2509947
29948at5125	scaffold_3	1350210	1361898
32076at5125	scaffold_2	3497783	3509308
19618at5125	scaffold_3	3677597	3721478
51859at5125	scaffold_2	5114222	5125146
19159at5125	scaffold_6	3177442	3189506
55641at5125	scaffold_3	3816532	3828292
37824at5125	scaffold_5	1801942	1813078
37824at5125	scaffold_2	1632007	1642957
9310at5125	scaffold_2	1873378	1886482
32046at5125	scaffold_2	5051150	5061572
43047at5125	scaffold_1	1170369	1181436
51537at5125	scaffold_3	3229144	3240164
43558at5125	scaffold_2	3024332	3035502
56417at5125	scaffold_4	125141	135641
48912at5125	scaffold_5	3802173	3813143
46175at5125	scaffold_7	2525657	2536652
52076at5125	scaffold_3	4045806	4056690
17400at5125	scaffold_5	3343272	3354892
28285at5125	scaffold_4	927980	938968
14169at5125	scaffold_3	194733	206124
14169at5125	scaffold_7	3713604	3724944
37036at5125	scaffold_7	2297679	2309346
44813at5125	scaffold_5	1404425	1415688
44813at5125	scaffold_3	4723921	4734565
44989at5125	scaffold_3	3585999	3597002
58876at5125	scaffold_1	675624	686130
58793at5125	scaffold_7	1043648	1054076
40291at5125	scaffold_6	503667	514535
55565at5125	scaffold_1	2253233	2264188
15144at5125	scaffold_2	2436378	2447880
20287at5125	scaffold_4	3842006	3854083
20287at5125	scaffold_7	2346816	2358165
45355at5125	scaffold_4	3966116	3977531
57293at5125	scaffold_6	2859745	2870449
18633at5125	scaffold_1	642921	654872
33747at5125	scaffold_6	2541833	2553338
46895at5125	scaffold_5	1329927	1340977
46313at5125	scaffold_4	1106677	1117514
46313at5125	scaffold_5	943807	954463
48283at5125	scaffold_2	4352389	4363135
29107at5125	scaffold_4	345183	357735
