scaffold_1_1 200 214
scaffold_1_1 361 434
scaffold_1_1 578 588
scaffold_1_1 681 691
scaffold_1_1 2616 2624
scaffold_1_1 3834 3842
scaffold_1_1 4390 4400
scaffold_1_1 4605 4625
scaffold_1_1 4673 4682
scaffold_1_1 5422 5790

scaffold_1_2 200 240
scaffold_1_2 325 343
scaffold_1_2 511 1320

scaffold_1_3 200 290
scaffold_1_3 380 425
scaffold_1_3 488 771
scaffold_1_3 941 1095

scaffold_1_4 200 3847

scaffold_1_5 200 215
scaffold_1_5 1267 1650
scaffold_1_5 1865 2022
scaffold_1_5 2160 3242
scaffold_1_5 3306 4313

scaffold_1_6 200 329
scaffold_1_6 423 446
scaffold_1_6 502 1176
scaffold_1_6 1227 2641

scaffold_1_7 200 322
scaffold_1_7 379 2358

scaffold_1_8 200 400
scaffold_1_8 661 692
scaffold_1_8 747 778
scaffold_1_8 829 877
scaffold_1_8 931 997
scaffold_1_8 1048 1731

scaffold_1_9 200 1303
scaffold_1_9 1359 1379

scaffold_1_10 200 2287

scaffold_1_11 200 708
scaffold_1_11 761 1778

scaffold_1_12 200 275
scaffold_1_12 341 780
scaffold_1_12 827 1528

scaffold_1_13 200 260
scaffold_1_13 342 648
scaffold_1_13 703 944
scaffold_1_13 1004 1074
scaffold_1_13 1125 1235

scaffold_1_14 200 588
scaffold_1_14 655 715
scaffold_1_14 776 811

scaffold_1_15 200 2443

scaffold_1_16 200 1085
scaffold_1_16 1149 1624

scaffold_1_17 200 725
scaffold_1_17 804 1075
scaffold_1_17 1140 1322
scaffold_1_17 1375 1887
scaffold_1_17 1935 2038
scaffold_1_17 2087 2314
scaffold_1_17 2366 2809
scaffold_1_17 2859 3086
scaffold_1_17 3132 3236
scaffold_1_17 3289 3373
scaffold_1_17 3423 3528
scaffold_1_17 3579 3613

scaffold_1_18 200 830
scaffold_1_18 963 1446
scaffold_1_18 2688 6165
scaffold_1_18 6741 6748
scaffold_1_18 7437 7454
scaffold_1_18 8361 8398
scaffold_1_18 8481 8610
scaffold_1_18 8770 8783
scaffold_1_18 8888 8900
scaffold_1_18 9070 9084
scaffold_1_18 9372 9378

scaffold_1_19 200 313
scaffold_1_19 466 625
scaffold_1_19 758 924
scaffold_1_19 1098 1919

scaffold_1_20 200 3121

scaffold_1_21 200 432
scaffold_1_21 480 1890

scaffold_1_22 200 1033

scaffold_1_23 200 770
scaffold_1_23 862 914
scaffold_1_23 984 1010

scaffold_1_24 200 769
scaffold_1_24 830 1055
scaffold_1_24 1114 2267

scaffold_1_25 200 552
scaffold_1_25 617 860
scaffold_1_25 913 954

scaffold_1_26 200 1744

scaffold_1_27 200 730
scaffold_1_27 812 1605
scaffold_1_27 1669 1774
scaffold_1_27 2850 2861
scaffold_1_27 3072 3074

scaffold_1_28 200 2704

scaffold_1_29 200 1096

scaffold_1_30 200 4276

scaffold_1_31 200 952
scaffold_1_31 1007 1345

scaffold_1_32 200 224
scaffold_1_32 285 345
scaffold_1_32 403 1027

scaffold_1_33 200 223
scaffold_1_33 299 307
scaffold_1_33 400 471
scaffold_1_33 530 823
scaffold_1_33 903 987
scaffold_1_33 1042 1178

scaffold_1_34 200 344
scaffold_1_34 409 785

scaffold_1_35 200 1486

scaffold_1_36 200 1774

scaffold_1_37 200 302
scaffold_1_37 372 469
scaffold_1_37 536 1243
scaffold_1_37 1301 1432

scaffold_1_38 200 271
scaffold_1_38 486 640
scaffold_1_38 770 826
scaffold_1_38 886 1006
scaffold_1_38 1063 2313

scaffold_1_39 200 389
scaffold_1_39 456 613
scaffold_1_39 689 1033
scaffold_1_39 1689 1710
scaffold_1_39 2364 2392
scaffold_1_39 2537 2560

scaffold_1_40 200 2224

scaffold_1_41 200 375
scaffold_1_41 434 572
scaffold_1_41 666 1126
scaffold_1_41 1183 2131

scaffold_1_42 200 262
scaffold_1_42 434 526
scaffold_1_42 583 736
scaffold_1_42 793 998
scaffold_1_42 1060 1124
scaffold_1_42 2054 2067
scaffold_1_42 3169 3188
scaffold_1_42 3270 3279
scaffold_1_42 4079 4092
scaffold_1_42 4276 4284

scaffold_1_43 200 370
scaffold_1_43 428 500
scaffold_1_43 552 889
scaffold_1_43 949 1077

scaffold_1_44 200 331
scaffold_1_44 437 631
scaffold_1_44 705 926

scaffold_1_45 200 301
scaffold_1_45 377 579
scaffold_1_45 639 1996
scaffold_1_45 2048 2367
scaffold_1_45 2423 2506

scaffold_1_46 200 2719

scaffold_1_47 200 1417

scaffold_1_48 200 480
scaffold_1_48 539 1313

scaffold_1_49 200 580
scaffold_1_49 637 1779

scaffold_1_50 200 335
scaffold_1_50 391 2843

scaffold_1_51 200 202
scaffold_1_51 260 351
scaffold_1_51 406 520
scaffold_1_51 573 1685

scaffold_1_52 200 253
scaffold_1_52 308 359
scaffold_1_52 421 1076
scaffold_1_52 1133 1975

scaffold_1_53 200 530
scaffold_1_53 590 1462
scaffold_1_53 1515 3373

scaffold_1_54 200 311
scaffold_1_54 399 630
scaffold_1_54 714 954

scaffold_1_55 200 1501

scaffold_1_56 200 222
scaffold_1_56 768 1126
scaffold_1_56 1178 1289
scaffold_1_56 1343 1892

scaffold_1_57 200 2038

scaffold_1_58 200 1077
scaffold_1_58 1155 1368
scaffold_1_58 1472 1505
scaffold_1_58 1566 1624
scaffold_1_58 1826 1890
scaffold_1_58 2206 2260

scaffold_1_59 200 248
scaffold_1_59 304 372
scaffold_1_59 427 1119
scaffold_1_59 1205 1743

scaffold_1_60 200 1198

scaffold_1_61 200 216
scaffold_1_61 811 828
scaffold_1_61 1697 1706
scaffold_1_61 1924 2058
scaffold_1_61 2124 2300

scaffold_1_62 200 463
scaffold_1_62 521 2089

scaffold_1_63 200 457
scaffold_1_63 513 1481

scaffold_1_64 200 357
scaffold_1_64 420 1239
scaffold_1_64 1293 1982

scaffold_1_65 200 325
scaffold_1_65 377 453
scaffold_1_65 512 1802

scaffold_1_66 200 730
scaffold_1_66 847 990

scaffold_1_67 200 275
scaffold_1_67 337 1349
scaffold_1_67 1407 1883

scaffold_1_68 200 289
scaffold_1_68 356 556
scaffold_1_68 609 1378
scaffold_1_68 1430 2078
scaffold_1_68 2133 2837

scaffold_1_69 200 269
scaffold_1_69 337 1260
scaffold_1_69 1328 1938

scaffold_1_70 200 1241
scaffold_1_70 1287 1498
scaffold_1_70 1562 2131

scaffold_1_71 200 202
