scaffold_1_1 200 1468

scaffold_1_2 200 351
scaffold_1_2 409 681
scaffold_1_2 752 892
scaffold_1_2 954 1269

scaffold_1_3 200 232
scaffold_1_3 299 1183

scaffold_1_4 200 314
scaffold_1_4 374 1770

scaffold_1_5 200 1528

scaffold_1_6 200 440
scaffold_1_6 709 764
scaffold_1_6 827 1251
scaffold_1_6 1319 1583

scaffold_1_7 200 496
scaffold_1_7 689 1363
scaffold_1_7 1421 2677

scaffold_1_8 200 262
scaffold_1_8 311 711
scaffold_1_8 773 1191
scaffold_1_8 1259 1358
scaffold_1_8 1433 1718
scaffold_1_8 1783 1898
scaffold_1_8 2077 2250
scaffold_1_8 2341 2417
scaffold_1_8 2479 2693

scaffold_1_9 200 1024

scaffold_1_10 200 526
scaffold_1_10 646 816

scaffold_1_11 200 230
scaffold_1_11 317 402
scaffold_1_11 520 640
scaffold_1_11 739 852
scaffold_1_11 936 1181
scaffold_1_11 1282 2031
scaffold_1_11 2087 2418

scaffold_1_12 200 213
scaffold_1_12 466 620
scaffold_1_12 784 795
scaffold_1_12 1043 1055
scaffold_1_12 1148 1232
scaffold_1_12 1293 1346
scaffold_1_12 1427 2309
scaffold_1_12 2358 2570
scaffold_1_12 3018 3531
scaffold_1_12 3595 4498

scaffold_1_13 200 737
scaffold_1_13 820 1634

scaffold_1_14 200 265
scaffold_1_14 351 468
scaffold_1_14 544 1319

scaffold_1_15 200 226
scaffold_1_15 321 329
scaffold_1_15 381 891
scaffold_1_15 952 1082

scaffold_1_16 200 466
scaffold_1_16 538 890
scaffold_1_16 955 1894
scaffold_1_16 1956 1979

scaffold_1_17 200 354
scaffold_1_17 404 436
scaffold_1_17 501 788
scaffold_1_17 898 949

scaffold_1_18 200 305
scaffold_1_18 374 1513
scaffold_1_18 1579 2181
scaffold_1_18 2232 2534
scaffold_1_18 2590 3660
scaffold_1_18 3720 3794
scaffold_1_18 3854 3891

scaffold_1_19 200 1240

scaffold_1_20 200 431
scaffold_1_20 583 691
scaffold_1_20 794 1277

scaffold_1_21 200 284
scaffold_1_21 343 1412

scaffold_1_22 200 694

scaffold_1_23 200 910
scaffold_1_23 983 1057
scaffold_1_23 1115 1213

scaffold_1_24 200 776
scaffold_1_24 846 1126

scaffold_1_25 200 277
scaffold_1_25 371 1872
scaffold_1_25 2978 4089
scaffold_1_25 4145 4392
scaffold_1_25 4440 5957

scaffold_1_26 200 610
scaffold_1_26 678 1167
