39550at5125	scaffold_1	3049354	3060552
4828at5125	scaffold_7	835904	848513
4828at5125	scaffold_4	1794347	1806682
7475at5125	scaffold_4	1866629	1878433
43904at5125	scaffold_8	281801	292759
13988at5125	scaffold_5	3339667	3387939
13988at5125	scaffold_6	2805453	2833935
13988at5125	scaffold_3	3511780	3523341
5153at5125	scaffold_2	3591050	3603912
5153at5125	scaffold_6	190692	202560
31057at5125	scaffold_7	2461929	2473068
58740at5125	scaffold_8	1784791	1795338
36238at5125	scaffold_3	4123125	4134060
3683at5125	scaffold_5	1510903	1524036
19425at5125	scaffold_4	3060251	3071792
3522at5125	scaffold_3	2304058	2318165
12396at5125	scaffold_2	3932207	3943445
12396at5125	scaffold_3	1310265	1321510
142at5125	scaffold_1	2509892	2527632
37320at5125	scaffold_4	867493	878351
31117at5125	scaffold_2	3125011	3136364
31117at5125	scaffold_4	1308739	1319947
31117at5125	scaffold_6	643474	654453
22782at5125	scaffold_3	2587702	2599197
52075at5125	scaffold_1	4417457	4428284
3281at5125	scaffold_4	2686878	2700800
7658at5125	scaffold_6	2120999	2133701
4887at5125	scaffold_5	2718211	2732549
50082at5125	scaffold_4	1490958	1501917
53264at5125	scaffold_4	1616224	1626950
28048at5125	scaffold_3	2567849	2579250
45322at5125	scaffold_1	2466385	2477122
53046at5125	scaffold_7	1376937	1387554
1510at5125	scaffold_5	2376858	2391241
5399at5125	scaffold_2	2814576	2827002
53260at5125	scaffold_2	2743590	2754087
9409at5125	scaffold_6	360168	373005
56115at5125	scaffold_3	610917	621531
9638at5125	scaffold_9	326077	337892
18825at5125	scaffold_4	2629637	2641116
24215at5125	scaffold_5	3131368	3142513
24215at5125	scaffold_1	3764567	3775664
21705at5125	scaffold_1	1733861	1745367
57449at5125	scaffold_4	3579503	3590088
7192at5125	scaffold_6	2578174	2588767
46859at5125	scaffold_2	1706658	1717680
46859at5125	scaffold_3	1806850	1817440
46859at5125	scaffold_1	3178377	3188829
2219at5125	scaffold_2	1928092	1941598
1331at5125	scaffold_8	914614	929047
10595at5125	scaffold_2	1818979	1831010
10595at5125	scaffold_3	4618932	4630927
42297at5125	scaffold_3	3043921	3054976
52281at5125	scaffold_3	1485954	1496860
52849at5125	scaffold_6	3213270	3224413
8652at5125	scaffold_6	738304	750402
8652at5125	scaffold_5	3783517	3795094
55700at5125	scaffold_4	1192188	1202715
4784at5125	scaffold_4	217723	230818
4784at5125	scaffold_6	17877	31042
7776at5125	scaffold_4	2193580	2206179
7776at5125	scaffold_6	726753	738808
29940at5125	scaffold_8	1644963	1656511
53050at5125	scaffold_3	2666299	2677036
25990at5125	scaffold_1	3758620	3770215
13055at5125	scaffold_1	391306	402685
13055at5125	scaffold_8	1060666	1071973
6190at5125	scaffold_2	263801	276559
6190at5125	scaffold_6	51506	64376
28586at5125	scaffold_8	817529	829295
39476at5125	scaffold_7	2615529	2626569
39476at5125	scaffold_1	3221409	3232421
39476at5125	scaffold_5	3788070	3798882
48680at5125	scaffold_2	2302750	2313379
12190at5125	scaffold_4	2651273	2663243
12190at5125	scaffold_3	1911115	1923029
12190at5125	scaffold_2	3565115	3576809
51080at5125	scaffold_6	2574275	2584910
13949at5125	scaffold_8	1683316	1695179
45220at5125	scaffold_6	2391761	2402495
24298at5125	scaffold_4	2563487	2575539
45828at5125	scaffold_4	3062484	3073312
13339at5125	scaffold_5	970556	982709
13339at5125	scaffold_4	65418	77193
13339at5125	scaffold_6	1063155	1074901
18744at5125	scaffold_4	702411	714369
9293at5125	scaffold_8	499078	511672
25352at5125	scaffold_4	1886901	1923382
49246at5125	scaffold_3	1643657	1654559
3690at5125	scaffold_1	3026303	3039933
40359at5125	scaffold_3	1712873	1723771
8760at5125	scaffold_5	2682642	2694947
8760at5125	scaffold_4	2196970	2208797
32284at5125	scaffold_4	3245279	3256841
17187at5125	scaffold_4	3324292	3335584
949at5125	scaffold_2	2827732	2840612
38175at5125	scaffold_3	2427816	2438946
14194at5125	scaffold_2	1100935	1113080
26010at5125	scaffold_7	664309	675718
26010at5125	scaffold_4	944356	955357
26010at5125	scaffold_1	158910	169791
2163at5125	scaffold_2	3682062	3693264
25909at5125	scaffold_6	1806212	1817464
25909at5125	scaffold_4	2362424	2373560
25909at5125	scaffold_8	1894294	1905433
41443at5125	scaffold_4	4147142	4157783
11992at5125	scaffold_2	1414932	1426698
7743at5125	scaffold_5	3202598	3215312
40998at5125	scaffold_2	2985782	2996546
28511at5125	scaffold_1	846641	857736
28511at5125	scaffold_8	1947663	1958763
3697at5125	scaffold_8	598972	612352
3346at5125	scaffold_9	255590	280691
36547at5125	scaffold_7	1390994	1402334
8597at5125	scaffold_1	407491	419280
8597at5125	scaffold_3	685440	697032
40683at5125	scaffold_1	5209087	5220020
40683at5125	scaffold_5	3293539	3304286
30133at5125	scaffold_1	2295477	2306886
30133at5125	scaffold_6	1844417	1855655
56635at5125	scaffold_7	1516162	1526612
36077at5125	scaffold_3	3053184	3064049
58221at5125	scaffold_1	1629991	1640398
37211at5125	scaffold_4	1070388	1081777
25777at5125	scaffold_1	4634731	4645756
25777at5125	scaffold_3	3296659	3307543
25777at5125	scaffold_4	1138511	1149332
10062at5125	scaffold_2	2228664	2239596
35445at5125	scaffold_7	1235248	1247050
